eventid,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
201104100016,2011,4,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place near the International Railway Station in the Alawi neighborhood, Baghdad, Baghdad, Iraq.","04/10/2011: On Sunday, in the Alawi neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a roadside improvised explosive device near the International Railway Station, causing an unknown amount of property damage. Three civilians and one policeman were wounded in the blast. No group claimed responsibility."
201104100017,2011,4,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251522,44.507829,1,0,"The attack took place in the Zaafaraniya neighborhood, Baghdad, Baghdad, Iraq.","04/10/2011: On Sunday morning, in the Zaafaraniya neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a Water Resources Ministry vehicle. One government employee was killed in the blast and caused an unknown amount of property damage to the vehicle. No group claimed responsibility."
201104100018,2011,4,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.354467,44.318925,1,0,"The attack took place in the Hurriya neighborhood, Baghdad, Baghdad, Iraq.","04/10/2011: On Sunday, in the Hurriya neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device attached to the car of an Iraqi parliament employee, Raghad Farouq, killing him. The blast caused an unknown amount of property damage and no group claimed responsibility."
201104100019,2011,4,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.32214,44.451149,1,0,"The attack took place in the Zaiyouna neighborhood, Baghdad, Baghdad, Iraq.","04/10/2011: On Sunday, in the Zaiyouna neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen with silenced weapons, shot and killed Police Captain Mohammed Muhssan, working for the Interior Ministry, outside his home. No damages were reported and no group claimed responsibility."
201104100020,2011,4,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.341954,44.276324,1,0,"The attack took place outside a former Army genera's house in the Ghazaliya neighborhood, Baghdad, Baghdad, Iraq.","04/10/2011: On Sunday, in the Ghazaliya neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen shot and killed a former Iraqi Army general under Saddam Hussein outside of his house. No damages were reported and no group claimed responsibility."
201104100021,2011,4,10,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1,0,"The attack took place at a private residence in the al-Amel neighborhood, Mosul, Ninawa, Iraq.","04/10/2011: On Sunday, in the al-Amel neighborhood, Mosul, Ninawa, Iraq, unknown gunmen shot and killed an off duty policeman working for the National Investigations Office near his house. No damages were reported and no group claimed responsibility."
201104100023,2011,4,10,167,Russia,9,Eastern Europe,Ingushetia,Nazran,43.216667,44.766667,1,0,"The attack occurred at the gate in front of Khashagulgov's home in the Kamaz sub-district of Nazran, Ingushetia, Russia.","04/10/2011: On Sunday afternoon around 1500, in the sub-Kamaz district of Nazran, Ingushetia, Russia, a bomb planted by unidentified militants under the Mercedes car of the former Deputy Minister of Construction, Sultan-Girey Khashagulgov, detonated. The device detonated after Khashagulgov arrived home and exited his car to approach the gate in front of his home. Khashagulgov was injured in the blast but not killed. An unknown amount of monetary damage occurred from the blast. No other casualties were reported and no group claimed responsibility for the bombing."
201104100024,2011,4,10,41,Central African Republic,11,Sub-Saharan Africa,Vakaga,Birao,,,,1,"The attack occurred in the village of Sissikebe near Birao, Vakaga, Central African Republic.","04/10/2011: On Sunday morning, in the village of Sissikebe near Birao, Vakaga, Central African Republic (CAR), 22 CAR soldiers were killed and an unknown number wounded when unidentified militants targeted and attacked CAR soldiers and Union of Democratic Forces for Unity (UFDR) paramilitary fighters with unknown firearms. Five militants were killed and 15 were wounded in the attack. It is unknown if the attack caused any property damage. The militant group Convention of Patriots for Justice and Peace (CPJP) claimed responsibility for the attack in talks with the media."
201104110001,2011,4,11,35,Belarus,9,Eastern Europe,Minsk,Minsk,53.9,27.566667,1,0,"The attack occurred at the underground Oktyabrsakaya metro station in Minsk, Belarus.","04/11/2011: On Monday afternoon at 1500, 13 people were killed and 161 were wounded when a radio-controlled bomb exploded at a metro station in Minsk, Belarus. The bomb was the equivalent of between five and seven kilograms of TNT and was filled with shrapnel and metal balls that measured about one centimeter in diameter. It was hidden underneath a bench on the platform of the Oktyabrsakaya metro station. The bombing left a crater in the platform with a diameter of 80 centimeters. No group claimed responsibility for the explosion. Viktor Dvorakovskiy, a 23-year-old man on the Russian most wanted terrorist list, is suspected of being involved in the bombing. Interpol announce on 05/13/2011, that the finger prints found at the scene of the 2011 subway bombing match those of the suspect from the 2008 Minsk bombing as well."
201104110002,2011,4,11,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.35004,43.783488,1,0,"The attack took place at a marketplace in Fallujah, Al Anbar, Iraq.","04/11/2011: On Monday, in Fallujah, Al Anbar, Iraq, unknown assailants detonated two vehicle-borne improvised explosive devices at a marketplace. A car bomb was discovered by police and was being defused when it detonated, killing six people, including an officer from the team of explosives experts, a soldier, and a policeman. According to a police officer, the explosion occurred on the main road near the market. When people gathered to evacuate the casualties, the second car bomb in the market was detonated, killing four more people, all of them civilians. Twenty others were wounded in the blasts, including three policeman, two soldiers, and 15 civilians, and since the injuries were reported cumulatively, it is unclear how many people were injured in each attack. Several cars and buildings were damaged in the blasts and no group claimed responsibility."
201104110003,2011,4,11,95,Iraq,10,Middle East & North Africa,Sulaymaniyah,Sulaymaniyah,35.550356,45.432795,1,0,"The attack took place outside a Kurdish journalist's house in Sulaymaniyah, Al Anbar, Iraq.","04/11/2011: On Monday morning, in Sulaymaniyah, Al Anbar, Iraq, unknown assailants detonated an improvised explosive device attached to a Kurdish journalist's car, Suran Omar, outside his house. The blast caused an unknown amount of property damage to the vehicle, but resulted in no casualties and no group claimed responsibility."
201104110004,2011,4,11,95,Iraq,10,Middle East & North Africa,Kirkuk,Hawijah,35.324817,43.766813,1,0,"The attack took place in Hawijah, At Ta'mim, Iraq.","04/11/2011: On Monday, in Hawijah, At Ta'mim, Iraq, unknown assailants kidnapped a local Sunni militia leader by unknown means. The body of the Sunni leader was recovered five days later ridden with bullet holes on 4/16/2011. No group claimed responsibility."
201104110005,2011,4,11,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place near a fuel station in the al-Bonoik neighborhood, Baghdad, Baghdad, Iraq.","04/11/2011: On Monday, near a fuel station in the al-Bonouk neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen shot and killed a police lieutenant colonel in his vehicle, and wounded his driver. No damages were reported and no group claimed responsibility."
201104110006,2011,4,11,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place in the Jisr Diyala neighborhood, Baghdad, Baghdad, Iraq.","04/11/2011: On Monday, in the Jisr Diyala neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device that killed three civilians, and wounded 11 others. The attack caused an unknown amount of property damage and no group claimed responsibility."
201104110007,2011,4,11,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.530734,44.274292,3,0,"The attack took place behind the Nasr Institution close to the Baghdad-Mosul Railway line in Taji, Salah ad Din, Iraq.","04/11/2011: On Monday, in Taji, Salah ad Din, Iraq, unknown assailants detonated an improvised explosive device planted behind the Nasr Institution, close to the Baghdad-Mosul Railway line. The bomb was detonated as a train passed by, wounding three passengers and damaging the train. No group claimed responsibility."
201104110008,2011,4,11,95,Iraq,10,Middle East & North Africa,Diyala,Khan Bani Saad,33.571807,44.536067,1,1,"The attack took place in a village near Khan Bani Saad, Diyala, Iraq.","04/11/2011: On Monday, near a village near Khan Bani Saad, Diyala, Iraq, in one of two related bombings, unknown assailants detonated a roadside improvised explosive device that killed six civilians, all members of the same family. Another civilian was killed in the second blast. The blasts caused an unknown amount of property damage and no group claimed responsibility."
201104110009,2011,4,11,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Landi Kotal,34.1167788,71.1665154,1,0,"At the Bacha Khan Education Foundation at Khuga Khel in Shinwari area of Landi Kotal, Khyber.","04/11/2011: On Monday night at 2200, at Khuga Khel in Shinwari area of Landi Kotal, Khyber, Federally Administered Tribal Areas, Pakistan, unknown militants detonated explosive material at the Bacha Khan Education Foundation middle school causing no casualties, but destroying the school and smashing windows panes of nearby houses. No group has claimed responsibility for the attack."
201104110010,2011,4,11,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Kurram district,33.695975,70.336069,3,0,In the Kanrakai area of Kurram.,"04/11/2011: On Monday, in Kanrakai area of Kurram, Federally Administered Tribal Areas, Pakistan, three civilians, including a religious cleric, were killed and 13 others were wounded after they ran over an anti-tank explosive while they were on their way to the Parachinar (agency headquarters). The victims were identified as Muhammad Hassan, Noor Wali and Maulana Rahmat Ali, a local cleric, while the thirteen injured included children, a woman and others. The vehicle was destroyed during the blast and no group has claimed responsibility for the attack."
201104110011,2011,4,11,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,On the Tariq road traffic signal in Karachi.,"04/11/2011: On Monday, at Tariq Road traffic signal in Karachi, Sindh, Pakistan, four unknown militants on motorcycles opened fire on the vehicles of Mohajir Qaumi Movement-Haqiqi (MQM-H) cadres as they were returning from the Central Jail after visiting Afaq Ahmed, the group’s leader. The Vice-Chairman, Akhtar Hussain, Organizing Committee member, Abdul Kareem, party worker Shoaib, and a civilian woman were all killed and three other members were wounded. The attack caused an unknown amount of property damage and no group has claimed responsibility for the attack."
201104110012,2011,4,11,153,Pakistan,6,South Asia,Sindh,Kashmore,28.432072,69.58089,1,0,The explosion took place near Guddu power station in Kashmor.,"04/11/2011: On Monday night, in Kashmor, Sindh, Pakistan, unknown militants blew up a supply gas pipeline near Guddu power station, causing no casualties but damaging five feet of the pipeline. No group has claimed responsibility for the attack."
201104110013,2011,4,11,92,India,6,South Asia,Jharkhand,Palamau,,,,1,"The attack took place in Taal village in Palamau, Jharkhand, India.","04/11/2011: On Monday, in Taal village in Palamau, Jharkhand, India, around 25 militants stopped a jeep carrying contractors and workers and asked them to exit the vehicle before using its fuel to set it on fire. The attack caused an unknown amount of property damage to the jeep, but resulted in no casualties. No group claimed responsibility, but it was suspected that People’s Liberation Front of India (PLFI) militants were responsible."
201104110016,2011,4,11,205,Thailand,5,Southeast Asia,Narathiwat,Janae,6.058887,101.690019,1,0,"The attack occurred at a rubber plantation in Janae, Narathiwat, Thailand.","04/11/2011: On Monday, in Janae, Narathiwat, Thailand, unknown militants carried out an ambush at a rubber plantation. Two villagers were killed by unknown means, and there were no damages reported. No group claimed responsibility for the attack."
201104110017,2011,4,11,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place near an industrial compound in the Jisr-Diyala area of Baghdad, Baghdad, Iraq.","04/11/2011: On Monday, in the Jisr-Diyala area of Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device near an industrial compound. Four civilians were wounded, and a civilian vehicle was damaged in the blast. No group claimed responsibility."
201104110018,2011,4,11,4,Afghanistan,6,South Asia,Helmand,Nawa-i-Barakzayi,31.389315,64.315166,1,0,"The attack took place during prayers in a mosque in Nawa, Helmand, Afghanistan.","04/11/2011: On Monday night, during prayers in a mosque in Nawa, Helmand, Afghanistan, unidentified armed men opened fire upon and killed a tribal elder, Ghulam Dastagir, who was a district council member in Nawa. Police later arrested three suspected men who are connected to the shooting. No group has claimed responsibility for the attack, but the Taliban is suspected of being responsible."
201104110019,2011,4,11,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.732145,35.187822,1,1,The incident occurred near Gilo in the vicinity of the city.,"04/11/2011: On Monday, in the Gilo settlement, Jerusalem, Jerusalem District, Israel, unknown assailants threw a petrol improvised explosive device at a civilian car. No casualties were reported, but the blast caused an unknown amount of property damage to the car. No group claimed responsibility."
201104120001,2011,4,12,45,Colombia,3,South America,Norte de Santander,Teorama,8.436226,-73.286661,1,1,"At the Río Zulia-Ayacucho oil pipeline at kilometer marker 127 in the village of El Aserrío in Teorama, Norte de Santander, Colombia.","04/12/2011: On Tuesday evening at 1945, at kilometer marker 127 in the village of El Aserrío in Teorama, Norte de Santander, Colombia, the Río Zulia-Ayacucho oil pipeline owned by Ecopetrol was bombed with explosives by the 33rd Front of the Revolutionary Armed Forces of Colombia (FARC). The explosion resulted in an oil spill in which 200 barrels of crude oil leaked into the Catatumbo River causing an unknown amount of environmental damage. No casualties were reported and no group claimed responsibility for the attack."
201104120002,2011,4,12,97,Israel,10,Middle East & North Africa,Central,Rishon le Zion,31.970343,34.793444,1,0,,"04/12/2011: On Tuesday morning, in Rishon Letzion, Central District, Israel, unknown assailants detonated an improvised explosive device that destroyed two civilian cars. Both cars went up in flames after the blast. There were no casualties and no group claimed responsibility for the attack."
201104120004,2011,4,12,92,India,6,South Asia,Assam,Nagaon,,,,0,"The attack took place along a rail station in Lumding, Nagaon, Assam, India.","04/12/2011: On Tuesday morning, in Lumding, Nagaon, Assam, India, the Railway Protection Force (RPF) personnel recovered explosives weighing 37.5 kilograms from a general compartment of 15692 up Kachar Express which arrived at Lumding station from Silchar. The explosives contained 300 gelatin sticks, 1200 detonators and a large quantity of fuse wire packed in three bags. The attack caused no casualties or damages and no group claimed responsibility."
201104120005,2011,4,12,92,India,6,South Asia,Jharkhand,Bokaro,,,,1,"The attack took place under Mahuataad Police Station in Daka Saram village, Bokaro District.","04/12/2011: On Tuesday night at 2200, under Mahuataad Police Station in Daka Saram village, Bokaro District, Jharkhand, India, Jaleshwar Prajapati, a councilor of ward VI of Tilaiya panchayat (village level local self-Government institution) was abducted by a group of around 50 militants and later sentenced to death in a kangaroo court. The victim was repeatedly beaten before the militants slit his throat. His body was found in Tilaya village around 0400 on 04/13/2011. A pamphlet left by the Communist Party of India-Maoists (CPI-M) near the body warned that ""Supporters of police will meet this fate."""
201104120006,2011,4,12,92,India,6,South Asia,Jharkhand,Hazaribag,,,,1,"The attack took place in Bendi forest near the Hazaribagh-Chatra Road on the outskirts of Hazaribagh, Jharkhand, India.","04/12/2011: On Tuesday, in Bendi forest near the Hazaribagh-Chatra Road on the outskirts of Hazaribagh, Jharkhand, India, unidentified militants planted three can bombs to target police. However, the bombs were defused, causing no casualties or damages. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible."
201104120007,2011,4,12,92,India,6,South Asia,Manipur,Imphal,,,,0,The attack took place at the offices of the Youth Affairs and Sports Department at Khuman Lampak stadium in Imphal.,"04/12/2011: On Tuesday morning, in Imphal, Manipur, India, unidentified militants entered the office of the Youth Affairs and Sports Department at Khuman Lampak stadium and set fire to work, training and financial documents in the Establishment Section and the accounts department. The militants also set fire to two Bolero jeeps that were parked in the Youth Affairs and Sports Department garage. An unknown amount of material damage was inflicted on the office and the two jeeps in the attack, but resulted in no casualties. No group has claimed responsibility for the attack."
201104120008,2011,4,12,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Spin Qabar,33.8843468,71.3845038,1,1,"In the Speen Qabar area in Bara tehsil, Khyber.","04/12/2011: On Tuesday, in Speen Qabar area of Bara tehsil, Khyber, Federally Administered Tribal Areas, Pakistan, suspected Lashkar-e-Islam (LI)militants kidnapped three civilians known as Fazal Shah, Inayat, and Abid, after they refused to fight against Zakhakhel tribe and Tirah-based militant organization Ansarul Islamand (AI). No group claimed responsibility and the status of the hostages is unknown."
201104120009,2011,4,12,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,At near the Mehmoodabad Gate in Karachi.,"04/12/2011: On Tuesday, in Karachi, Sindh, Pakistan, unknown gunmen on motorcycles approached the Mehmoodabad Gate and opened fire with 9 millimeter pistols on Muttahida Qaumi Movement (MQM)activists, killing three. The victims were identified as Syed Asif Ali, Muhammad Naeem, and Muneer Ahmed. No group has claimed responsibility for the attack."
201104120011,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.314654,44.347298,1,0,"The attack took place on the 14th Ramadan Street, Mansour neighborhood, Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, on the 14th Ramadan Street, Mansour neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car, killing the driver and wounding two other civilians. The blast also set the car on fire, causing an unknown amount of property damage to the car. No group claimed responsibility."
201104120012,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251563,44.391939,1,0,"The attack took place in the Doura neighborhood, Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the Doura neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car, killing the driver and causing an unknown amount of property damage to the car. No group claimed responsibility."
201104120013,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251563,44.391939,1,0,"The attack took place at a house belonging to an Iraqi contractor in the al-Dour neighborhood, Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the al-Dour neighborhood, Baghdad, Baghdad, Iraq, in one of three related attacks, unknown assailants detonated an improvised explosive device at a house belonging to an Iraqi contractor, severely damaging the house. Two contractors were killed, and three family members were wounded in the blasts. The casualties were reported cumulatively, so it is unclear how many people were killed or injured in each attack. No group claimed responsibility."
201104120014,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251563,44.391939,1,0,"The attack took place at a house belonging to an Iraqi contractor in the al-Dour neighborhood, Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the al-Dour neighborhood, Baghdad, Baghdad, Iraq, in one of three related attacks, unknown assailants detonated an improvised explosive device at a house belonging to an Iraqi contractor, severely damaging the house. Two contractors were killed, and three family members were wounded in the blasts. The casualties were reported cumulatively, so it is unclear how many people were killed or injured in each attack and all of the casualties were captured in the first incident. No group claimed responsibility."
201104120015,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251563,44.391939,1,0,"The attack took place at a house belonging to an Iraqi contractor in the al-Dour neighborhood, Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the al-Dour neighborhood, Baghdad, Baghdad, Iraq, in one of three related attacks, unknown assailants detonated an improvised explosive device at a house belonging to an Iraqi contractor, severely damaging the house. Two contractors were killed, and three family members were wounded in the blasts. The casualties were reported cumulatively, so it is unclear how many people were killed or injured in each attack and all of the casualties were captured in the first incident. No group claimed responsibility."
201104120016,2011,4,12,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.291944,44.065556,1,0,"The attack took place at the home of a Sahwa Council member in the Abu Ghurayb neighborhood of Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the Abu Ghurayb neighborhood of Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device inside the home of a Sahwa Council member. The member's wife was killed, two of the group members sons and two women inside the house were wounded, and the house was damaged by the blast. No group claimed responsibility for the attack."
201104120017,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.295556,44.341667,1,0,"The attack took place in the Yarmouk neighborhood of Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the Yarmouk neighborhood of Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a minibus. The driver of the bus was killed, two nearby civilians were wounded and an unknown amount of property damage was caused to the bus. No group claimed responsibility."
201104120018,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place on Mohammad al-Qassem Road in the Naaeiriya neighborhood of Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, on Mohammad al-Qassem Road in the Naaeiriya neighborhood of Baghdad, Baghdad, Iraq, unknown gunmen armed with silenced weapons shot and killed Colonel Mustapha Said Hamza while he was driving his car. No group claimed responsibility for the attack."
201104120019,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251563,44.391939,1,0,"The attack took place in the al-Mahal 840 area of al-Doura neighborhood, in Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the al-Mahal 840 area of al-Doura neighborhood, in Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car. The blast killed the driver, wounded a nearby civilian, and caused an unknown amount of property damage to the car. No group claimed responsibility for the attack."
201104120020,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place in Four-Streets Square, Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in Four-Streets Square, Baghdad, Baghdad, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a civilian car. The blast killed one civilian, wounded three others and caused an unknown amount of damage to the car. No group claimed responsibility for the attack."
201104120021,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.314654,44.347298,1,0,"The attack took place on the 14th of Ramadan Street in the al-Mansour neighborhood in Baghdad city, Baghdad province, Iraq.","04/12/2011: On Tuesday, on the 14th of Ramadan Street in the al-Mansour neighborhood in Baghdad city, Baghdad province, Iraq, unknown assailants detonated an improvised explosive device attached to a civilian car wounded the driver and two civilian passerbys and caused an unknown amount of property damage to the civilian vehicle. No group claimed responsibility for the attack."
201104120022,2011,4,12,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place near the Foreign Ministry building in the al-Salehiya area in the Karkh neighborhood of Baghdad, Baghdad, Iraq.","04/12/2011: On Tuesday, in the al-Salehiya area in the Karkh neighborhood of Baghdad, Baghdad, Iraq, unknown assailants fired a mortar shell that landed near the Foreign Ministry building. Three civilians were wounded in the blast and it is unknown if the attack caused any property damage. No group claimed responsibility."
201104120023,2011,4,12,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.01939,45.295301,1,0,The incident occurred in Wadajir district in Mogadishu.,"04/12/2011: On Tuesday, in Mogadishu, Banaadir, Somalia, at least four people were killed and more than 45 others were injured when unidentified militants fired mortars targeting the 51st Anniversary of Somali military forces celebration at the Villa Baidoa, a military base. It is unknown if the attack caused any property damage. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack."
201104120024,2011,4,12,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Jowhar,2.779319,45.502056,1,0,,"04/12/2011: On Tuesday, in Jowhar, Gobolka Shabeellaha Dhexe, Somalia, four unidentified men armed with knives amputated a hand and a leg from three men that had been accused of robbery by Sheik Yusuf Hassan Barow, an al-Shabaab judge. The militant group al-Shabaab claimed responsibility for the attack through a public address."
201104130001,2011,4,13,182,Somalia,11,Sub-Saharan Africa,Gedo,Bardera,2.336854,42.285315,1,0,,"04/13/2011: On Wednesday, in Bardhere, Gedo, Somalia, unidentified militants kidnapped six Somali citizens who had been accused of having links to Ahlu Sunna Wahl Jamea. No casualties were reported and the status and location of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab is thought to be responsible for the attack."
201104130002,2011,4,13,167,Russia,9,Eastern Europe,Kabardino Balkariya,Nalchik,43.484122,43.627361,1,0,"The attack occurred on Ashurov Street in Nalchik, Kabardino Balkariya, Russia.","04/13/2011: On Wednesday evening around 2030, on Ashurov Street in Nalchik, Kabardino Balkariya, Russia, an unidentified militant opened fire on a police car. Police returned fire on the individual, killing the militant. The militant was later identified as Amir Kasymov. It is unknown if the attack caused any property damage. No other casualties were reported and no group claimed responsibility."
201104130003,2011,4,13,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,0,"The attack took place at a marketplace in Kirkuk, At Ta'mim, Iraq.","04/13/2011: On Wednesday, in Kirkuk, At Ta'mim, Iraq, unknown assailants detonated a vehicle borne improvised explosive device at a marketplace. One civilian was killed and 16 were wounded in the blast, including three children, two women, and three police. The blast caused an unknown amount of property damage. No group claimed responsibility."
201104130004,2011,4,13,95,Iraq,10,Middle East & North Africa,Diyala,Khanaqin,34.333206,45.383492,1,0,"The attack took place on the road between the Jalawlaa and al-Saadiya areas of Khaniqin, Diyala, Iraq.","04/13/2011: On Wednesday, on the road between the Jalawlaa and al-Saadiya areas of Khaniqin, Diyala, Iraq, unknown assailants detonated a roadside improvised explosive device targeting the car of Ahmad al-Zarkoushi, the Mayor of Saadiya city. The mayor and three of his guards were wounded in the blast and unknown amount of property damage was caused. No group has claimed responsibility for the attack."
201104130005,2011,4,13,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1,0,"The attack took place at the front door of a civilian house in the al-Meshraq neighborhood in Mosul, Ninawa, Iraq.","04/13/2011: On Wednesday night, in the al-Meshraq neighborhood in Mosul, Ninawa, Iraq, unknown assailants detonated a sticky improvised explosive device attached to the front door of a civilian house. The blast wounded the owner of the house and killed his wife. An unknown amount of property damage was caused to the house. No group claimed responsibility for the attack."
201104130006,2011,4,13,92,India,6,South Asia,Jharkhand,Latehar,,,,1,"The attack took place in Atikheta village in Latehar District, Jharkhand, India.","04/13/2011: On Wednesday, in Atikheta village in Latehar District, Jharkhand, India, two former cadres of the Communist Party of India-Maoist (CPI-M) were shot and killed by Maoist cadres. The bullet-riddled bodies of Nirmal Singh and Birendra Singh Kharwar were recovered during the day and a note left by the Maoists accused the duo of rape and robbery after quitting their ranks to Jharkhand Janmukti Parishad (JJP), a CPI-Maoist splinter group."
201104130008,2011,4,13,4,Afghanistan,6,South Asia,Kunar,Asmar,35.029855,71.354232,1,0,"The attack took place in Asmar district, Afghanistan.","04/13/2011: On Wednesday morning at 1115, in Asmar, Konar, Afghanistan, a suicide bomber detonated his explosive device during a tribal meeting leaving 10 civilians killed, including a tribal leader Malik Zarin, and seven others injured. The attack caused an unknown amount of property damage and no group has claimed responsibility for the attack, but Taliban militants were suspected."
201104130009,2011,4,13,45,Colombia,3,South America,Cauca,El Tambo,2.452201,-76.807042,1,1,"The attack took place in the central market in the village of El Obelisco in El Tambo, Cauca, Colombia.","04/13/2011: On Wednesday morning at 0900, in the central market in the village of El Obelisco in El Tambo, Cauca, Colombia, several male militants from the National Liberation Army (ELN) detonated two improvised explosive devices targeting civilian residences and fired indiscriminately in the town. The explosions caused an unknown amount of property damage to the roofs of the civilian residences and to the market plaza as well but resulted in no casualties. No group claimed responsibility for the attack."
201104140001,2011,4,14,160,Philippines,5,Southeast Asia,North Cotabato,Datu Puas Inda,7.152539,125.057015,3,1,,"04/14/2011: On Thursday afternoon at 1400, in Datu Puas Inda village, President Roxas, North Cotabato, Philippines, unidentified assailants kidnapped a former councilwoman, Lorie Lastimoso, and two soldiers, Corporal Sarucom and Private First Class Valenzuela. The victims were on their way to another village for a consultation with residents when their vehicle was flagged down by heavily armed militants. The captives were believed to have been brought to the border of President Roxas and Arakan towns. There were no casualties or damages reported and no group claimed responsibility, but the New People's Army (NPA) is suspected. The status of the hostages is unknown."
201104140002,2011,4,14,95,Iraq,10,Middle East & North Africa,Kirkuk,Kirkuk,35.46883,44.39098,1,0,"The attack took place at the house of the Assistant Director of the Notary Public in the al-Shurja area of Kirkuk, At Ta'mim, Iraq.","04/14/2011: On Thursday, in the al-Shurja area of Kirkuk, At Ta'mim, Iraq, unknown assailants threw a hand grenade into the house of the Assistant Director of the Notary Public. The assistant director was not wounded, but his house sustained an unknown amount of property damage. No group claimed responsibility."
201104140003,2011,4,14,4,Afghanistan,6,South Asia,Kabul,Masayi district,34.368889,69.218333,3,0,"The attack took place in front of the entry gate of the Musayi district administrative office building in Musayi, Kabul, Afghanistan.","04/14/2011: On Thursday morning around 0730, in Musayi, Kabul, Afghanistan, a suicide bomber driving an explosive-packed truck detonated himself in front of the entry gate of the Musayi district administrative office building, injuring four people including three policemen and a civilian. The explosives were planted under firewood in the vehicle. The headquarters building and several cars parked around were badly damaged. The Taliban claimed responsibility for the attack by unknown means."
